OID,EFF_DATE,SITE_NO,SITE_TYPE_CODE,STATE_CODE,ARPT_ID,ARPT_NAME,CITY,COUNTRY_CODE,OWNERSHIP_TYPE_CODE,FACILITY_USE_CODE,RWY_ID,LAT1_DECIMAL,LONG1_DECIMAL,LAT2_DECIMAL,LONG2_DECIMAL,RWY_LEN,RWY_WIDTH,SURFACE_TYPE_CODE,COND,TREATMENT_CODE,PCN,PAVEMENT_TYPE_CODE,SUBGRADE_STRENGTH_CODE,TIRE_PRES_CODE,DTRM_METHOD_CODE,RWY_LGT_CODE,RWY_LEN_SOURCE,LENGTH_SOURCE_DATE,GROSS_WT_SW,GROSS_WT_DW,GROSS_WT_DTW,GROSS_WT_DDTW,Shape__Area,Shape__Length
6131,7/11/2024 12:00:00 AM,22766.1,A,SD,5P5,PRESHO MUNI,PRESHO,US,PU,PU,10/28,43.90740277,-100.04273055,43.90459166,-100.03063055,3350,150,TURF-GRVL,FAIR,NONE,,,,,,LOW,FAA OE/AAA,6/26/2017 12:00:00 AM,,,,,5.22968639415922E-06,0.0257019125079111
6132,7/11/2024 12:00:00 AM,22774.,A,SD,RCA,ELLSWORTH AFB,RAPID CITY,US,MA,PR,13/31,44.15886336,-103.12074472,44.13132416,-103.08639033,13495,300,CONC,,NONE,73,R,C,W,T,HIGH,MILITARY,4/12/2012 12:00:00 AM,,,,,4.23064311689814E-05,0.0900849081481765
6133,7/11/2024 12:00:00 AM,22776.,A,SD,RAP,RAPID CITY RGNL,RAPID CITY,US,PU,PU,05/23,44.04786741,-103.06382083,44.05252938,-103.05174925,3601,75,ASPH,GOOD,NONE,15,F,C,X,T,MED,3RD PARTY SURVEY,2/11/2015 12:00:00 AM,12.5,,,,2.81719894701382E-06,0.0263328228122779
6134,7/11/2024 12:00:00 AM,22776.,A,SD,RAP,RAPID CITY RGNL,RAPID CITY,US,PU,PU,14/32,44.05382875,-103.06500672,44.03279161,-103.04938877,8701,150,CONC,GOOD,GRVD,65,R,C,W,T,HIGH,3RD PARTY SURVEY,2/11/2015 12:00:00 AM,140,190,300,,1.36129438033095E-05,0.0534797750078863
6135,7/11/2024 12:00:00 AM,22778.,A,SD,1D8,REDFIELD MUNI,REDFIELD,US,PU,PU,17/35,44.86133644,-98.53199194,44.85179791,-98.53046486,3500,75,ASPH-CONC,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,10/23/2019 12:00:00 AM,,,,,2.7764563128585E-06,0.0198965797701783
6136,7/11/2024 12:00:00 AM,22783.7,A,SD,2SD3,STROUCKEL FARM,ROSCOE,US,PR,PR,18/36,45.337988,-99.528629,45.334274,-99.528736,1355,75,TURF,,NONE,,,,,,,OWNER,9/26/2023 12:00:00 AM,,,,,1.08337189885788E-06,0.00801429974919015
6137,7/11/2024 12:00:00 AM,22784.4,A,SD,SUO,ROSEBUD SIOUX TRIBAL,ROSEBUD,US,PU,PU,16/34,43.26493502,-100.86111536,43.25197947,-100.85787247,4801,75,CONC,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,4/28/2021 12:00:00 AM,125,,,,3.70795714843553E-06,0.0272692984459012
6138,7/11/2024 12:00:00 AM,22789.,A,SD,FSD,JOE FOSS FLD,SIOUX FALLS,US,PU,PU,03/21,43.57261705,-96.75370416,43.59286544,-96.73427355,9000,150,CONC,GOOD,GRVD,60,R,B,W,T,HIGH,3RD PARTY SURVEY,2/25/2022 12:00:00 AM,200,200,444,,1.3975542060507E-05,0.0571676210259335
6139,7/11/2024 12:00:00 AM,22789.,A,SD,FSD,JOE FOSS FLD,SIOUX FALLS,US,PU,PU,09/27,43.57796727,-96.74753977,43.57599566,-96.73596238,3151,75,CONC,FAIR,WC,60,R,B,W,T,MED,3RD PARTY SURVEY,2/25/2022 12:00:00 AM,30,,,,2.44657121584169E-06,0.0239090883809396
6140,7/11/2024 12:00:00 AM,22789.,A,SD,FSD,JOE FOSS FLD,SIOUX FALLS,US,PU,PU,15/33,43.59312769,-96.74606436,43.5732478,-96.7332783,8000,150,CONC,GOOD,GRVD,70,R,B,W,T,HIGH,3RD PARTY SURVEY,11/21/2022 12:00:00 AM,100,180,400,,1.24229372886475E-05,0.0483566171749
6141,7/11/2024 12:00:00 AM,22794.,A,SD,8D3,SISSETON MUNI,SISSETON,US,PU,PU,04/22,45.66880977,-96.995785,45.67255038,-96.99053438,1914,150,TURF,FAIR,NONE,,,,,,,3RD PARTY SURVEY,7/24/2019 12:00:00 AM,,,,,3.0793021323916E-06,0.0139097495946329
6142,7/11/2024 12:00:00 AM,22794.,A,SD,8D3,SISSETON MUNI,SISSETON,US,PU,PU,16/34,45.67342866,-96.99527038,45.66432888,-96.99238002,3400,60,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,7/24/2019 12:00:00 AM,12,,,,2.18794866668759E-06,0.0195592765246316
6143,7/11/2024 12:00:00 AM,22798.,A,SD,SPF,BLACK HILLS-CLYDE ICE FLD,SPEARFISH,US,PU,PU,04/22,44.47700661,-103.78123488,44.48084986,-103.77579597,1995,120,TURF,GOOD,NONE,,,,,,,3RD PARTY SURVEY,8/21/2015 12:00:00 AM,,,,,2.51532446782221E-06,0.014117440086441
6144,7/11/2024 12:00:00 AM,22798.,A,SD,SPF,BLACK HILLS-CLYDE ICE FLD,SPEARFISH,US,PU,PU,08/26,44.47666691,-103.79359477,44.47637283,-103.77826894,4003,100,TURF,GOOD,NONE,,,,,,,3RD PARTY SURVEY,8/21/2015 12:00:00 AM,,,,,4.20530386691098E-06,0.0312060799201743
6145,7/11/2024 12:00:00 AM,22798.,A,SD,SPF,BLACK HILLS-CLYDE ICE FLD,SPEARFISH,US,PU,PU,13/31,44.49078802,-103.7970185,44.47833558,-103.77973527,6401,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,8/21/2015 12:00:00 AM,33,45,,,5.04444597027032E-06,0.0431042248532612
6146,7/11/2024 12:00:00 AM,22799.5,A,SD,Y03,SPRINGFIELD MUNI,SPRINGFIELD,US,PU,PU,01/19,42.87724444,-97.90356666,42.88199444,-97.90065833,1900,100,TURF,FAIR,NONE,,,,,,,,,,,,,1.94346876014606E-06,0.0118559655487653
6147,7/11/2024 12:00:00 AM,22799.5,A,SD,Y03,SPRINGFIELD MUNI,SPRINGFIELD,US,PU,PU,15/33,42.88631944,-97.90401944,42.87755,-97.89870277,3500,60,ASPH,POOR,NONE,,,,,,MED,,,12.5,,,,2.14933743336587E-06,0.020940813823568
6148,7/11/2024 12:00:00 AM,22808.2,A,SD,49B,STURGIS MUNI,STURGIS,US,PU,PU,05/23,44.41719166,-103.386925,44.42201944,-103.37499444,3580,120,TURF,GOOD,NONE,,,,,,,STATE,5/3/2013 12:00:00 AM,,,,,4.50975221610861E-06,0.0264704625101693
6149,7/11/2024 12:00:00 AM,22808.2,A,SD,49B,STURGIS MUNI,STURGIS,US,PU,PU,11/29,44.42177819,-103.38368661,44.41427211,-103.36721847,5100,75,CONC,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,9/11/2011 12:00:00 AM,12.5,,,,4.01494753532461E-06,0.0366603410739913
6150,7/11/2024 12:00:00 AM,22810.,A,SD,Y14,MARV SKIE-LINCOLN COUNTY,TEA,US,PU,PU,16/34,43.45974505,-96.80305597,43.45005905,-96.79956933,3650,60,CONC,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,9/19/2019 12:00:00 AM,22,,,,2.26259726332501E-06,0.0210338881874969
6151,7/11/2024 12:00:00 AM,22810.01,A,SD,3SD4,CHRIS HOFER LANDING STRIP,TEA,US,PR,PR,16/34,43.46818055,-96.86389444,43.46210555,-96.86155555,2300,120,TURF,,NONE,,,,,,,STATE,3/13/2013 12:00:00 AM,,,,,2.85172791336663E-06,0.0139077391347066
6152,7/11/2024 12:00:00 AM,22811.,A,SD,D58,TIMBER LAKE MUNI,TIMBER LAKE,US,PU,PU,12/30,45.41808055,-101.09068333,45.41193055,-101.08125555,3300,150,TURF,GOOD,NONE,,,,,,,,,,,,,5.28632517671213E-06,0.0235099443696382
6153,7/11/2024 12:00:00 AM,22813.1,A,SD,VMR,HAROLD DAVIDSON FLD,VERMILLION,US,PU,PU,12/30,42.7685978,-96.94043838,42.76197605,-96.92807633,4105,75,CONC,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,8/20/2011 12:00:00 AM,12,,,,3.14509634335991E-06,0.0285153185733789
6154,7/11/2024 12:00:00 AM,22815.,A,SD,AGZ,WAGNER MUNI,WAGNER,US,PU,PU,09/27,43.06524961,-98.30382233,43.064625,-98.29075377,3500,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,8/26/2009 12:00:00 AM,12.5,,,,2.15587988350308E-06,0.0264967887739886
6155,7/11/2024 12:00:00 AM,22815.,A,SD,AGZ,WAGNER MUNI,WAGNER,US,PU,PU,14/32,43.06558111,-98.29721886,43.06035411,-98.29272916,2252,150,TURF,GOOD,NONE,,,,,,,3RD PARTY SURVEY,8/26/2009 12:00:00 AM,,,,,3.46714205079479E-06,0.0148272426750556
6156,7/11/2024 12:00:00 AM,22817.,A,SD,6V4,WALL MUNI,WALL,US,PU,PU,13/31,44.0028958,-102.25929766,43.99609597,-102.24991644,3499,60,ASPH,FAIR,NONE,,,,,,LOW,3RD PARTY SURVEY,12/21/2016 12:00:00 AM,12,,,,2.18814557229052E-06,0.0235707759788867
6157,7/11/2024 12:00:00 AM,22817.,A,SD,6V4,WALL MUNI,WALL,US,PU,PU,18/36,44.00138297,-102.25087136,43.99604566,-102.25228247,1981,100,TURF,FAIR,NONE,,,,,,,3RD PARTY SURVEY,12/21/2016 12:00:00 AM,,,,,2.06485719900229E-06,0.0117950002670529
6158,7/11/2024 12:00:00 AM,22822.,A,SD,ATY,WATERTOWN RGNL,WATERTOWN,US,PU,PU,12/30,44.92220422,-97.1693043,44.91147888,-97.14737158,6898,100,CONC,EXCELLENT,GRVD,30,R,D,X,T,MED,3RD PARTY SURVEY,8/23/2013 12:00:00 AM,80,97,160,,7.3025926212722E-06,0.0494584788470621
6159,7/11/2024 12:00:00 AM,22822.,A,SD,ATY,WATERTOWN RGNL,WATERTOWN,US,PU,PU,17/35,44.92055916,-97.15105855,44.90165427,-97.15117116,6893,100,CONC,GOOD,GRVD,50,R,B,W,T,HIGH,3RD PARTY SURVEY,8/23/2013 12:00:00 AM,120,177,301,,7.29691055312287E-06,0.0385823993987119
6160,7/11/2024 12:00:00 AM,22825.,A,SD,1D7,THE SIGURD ANDERSON,WEBSTER,US,PU,PU,01/19,45.29053558,-97.51714633,45.296604,-97.51639552,2221,125,TURF,GOOD,NONE,,,,,,,3RD PARTY SURVEY,7/19/2010 12:00:00 AM,,,,,2.95866857413785E-06,0.0131989397359335
6161,7/11/2024 12:00:00 AM,22825.,A,SD,1D7,THE SIGURD ANDERSON,WEBSTER,US,PU,PU,12/30,45.29562566,-97.51776333,45.29008963,-97.50569263,3705,60,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,7/19/2010 12:00:00 AM,12.5,,,,2.36876530834707E-06,0.0269344227808772
6162,7/11/2024 12:00:00 AM,22825.5,A,SD,4X4,WESSINGTON SPRINGS,WESSINGTON SPRINGS,US,PU,PU,12/30,44.06513211,-98.53735436,44.05864522,-98.52702908,3600,60,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,8/2/2010 12:00:00 AM,,,,,2.25396115638432E-06,0.0247770590557563
6163,7/11/2024 12:00:00 AM,22830.1,A,SD,7Q7,WHITE RIVER MUNI,WHITE RIVER,US,PU,PU,12/30,43.56374722,-100.74791666,43.55845555,-100.73924722,3000,150,TURF,GOOD,NONE,,,,,,,,,,,,,4.65768880530959E-06,0.0212763449947924
6164,7/11/2024 12:00:00 AM,22837.,A,SD,ICR,WINNER RGNL,WINNER,US,PU,PU,03/21,43.38794322,-99.84685397,43.39393744,-99.84056594,2751,150,TURF,GOOD,NONE,,,,,,,3RD PARTY SURVEY,10/24/2013 12:00:00 AM,,,,,4.25878124588053E-06,0.0184011228389489
6165,7/11/2024 12:00:00 AM,22837.,A,SD,ICR,WINNER RGNL,WINNER,US,PU,PU,13/31,43.39409455,-99.84727558,43.38341855,-99.83265683,5500,75,CONC,EXCELLENT,NONE,17,R,B,W,T,MED,3RD PARTY SURVEY,2/10/2016 12:00:00 AM,51.5,68,,,4.2568185563141E-06,0.0366980763936255
6166,7/11/2024 12:00:00 AM,22844.,A,SD,YKN,CHAN GURNEY MUNI,YANKTON,US,PU,PU,02/20,42.91012891,-97.38630647,42.91876058,-97.38169716,3380,60,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,9/28/2020 12:00:00 AM,12.5,,,,2.07681978281471E-06,0.0200045142097331
6167,7/11/2024 12:00:00 AM,22844.,A,SD,YKN,CHAN GURNEY MUNI,YANKTON,US,PU,PU,13/31,42.9242978,-97.39435216,42.91153683,-97.37965333,6094,100,CONC,EXCELLENT,NONE,,,,,,HIGH,3RD PARTY SURVEY,9/28/2020 12:00:00 AM,30,50,90,,6.24158474238357E-06,0.0396017342910206
6168,7/11/2024 12:00:00 AM,22862.,A,TN,MMI,MCMINN COUNTY,ATHENS,US,PU,PU,02/20,35.3908,-84.56525833,35.40758333,-84.55831666,6450,100,ASPH,GOOD,NONE,15,F,D,X,T,MED,OWNER,4/1/2009 12:00:00 AM,30,42,,,5.94539415033069E-06,0.0369840560428787
6169,7/11/2024 12:00:00 AM,22865.02,A,TN,52TN,DISNEY FARM STOL,BEECHGROVE,US,PR,PR,01/19,35.60677166,-86.25015333,35.60782555,-86.24991833,390,60,TURF,,NONE,,,,,,,ADO,7/12/2022 12:00:00 AM,,,,,2.16210537473671E-07,0.0025610512641785
6170,7/11/2024 12:00:00 AM,22865.03,A,TN,40TN,CLOUD 9 AERODROME,BEAN STATION,US,PR,PR,09/27,36.346844,-83.271873,36.348099,-83.262826,2700,50,CONC-TRTD,,NONE,,,,,,,OWNER,7/5/2018 12:00:00 AM,,,,,1.26065810945875E-06,0.0185440098327036
6171,7/11/2024 12:00:00 AM,22866.,A,TN,M08,WILLIAM L WHITEHURST FLD,BOLIVAR,US,PU,PU,01/19,35.20831508,-89.04426591,35.22197247,-89.04225452,5007,75,ASPH,FAIR,NONE,11,F,D,X,T,MED,NGS,3/2/2009 12:00:00 AM,34,47,,,3.45398348144954E-06,0.0281103866075966
6172,7/11/2024 12:00:00 AM,22884.,A,TN,TRI,TRI-CITIES,BRISTOL/JOHNSON/KINGSPORT,US,PU,PU,05/23,36.46534138,-82.41911488,36.48152305,-82.40071072,8000,150,ASPH,GOOD,GRVD,44,F,A,X,T,HIGH,3RD PARTY SURVEY,2/8/2010 12:00:00 AM,112,185,336,,1.12090742732107E-05,0.0499482295214422
6173,7/11/2024 12:00:00 AM,22884.,A,TN,TRI,TRI-CITIES,BRISTOL/JOHNSON/KINGSPORT,US,PU,PU,09/27,36.47830386,-82.41047033,36.47850727,-82.39536411,4442,150,ASPH,FAIR,NONE,6,F,B,X,T,MED,3RD PARTY SURVEY,2/8/2010 12:00:00 AM,21.5,,,,6.22480297352013E-06,0.0310392635383311
6174,7/11/2024 12:00:00 AM,22890.1,A,TN,0M4,BENTON COUNTY,CAMDEN,US,PU,PU,04/22,36.0039,-88.12955277,36.01518333,-88.11990277,5001,75,ASPH,GOOD,NONE,15,F,D,X,T,MED,3RD PARTY SURVEY,5/16/2007 12:00:00 AM,30,,,,3.48404751093767E-06,0.0301724337983758
6175,7/11/2024 12:00:00 AM,22894.5,A,TN,GHM,CENTERVILLE MUNI,CENTERVILLE,US,PU,PU,02/20,35.83219308,-87.44748225,35.84263877,-87.44327111,4002,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,10/13/2022 12:00:00 AM,21,31,,,2.78174366030726E-06,0.0230228776645625
6176,7/11/2024 12:00:00 AM,22899.,A,TN,CHA,LOVELL FLD,CHATTANOOGA,US,PU,PU,02/20,35.02265169,-85.20750397,35.04212386,-85.20039922,7400,150,ASPH,GOOD,GRVD,42,F,A,X,U,HIGH,3RD PARTY SURVEY,12/8/2015 12:00:00 AM,120,164,265,,1.01860316590319E-05,0.0424442364662312
6177,7/11/2024 12:00:00 AM,22899.,A,TN,CHA,LOVELL FLD,CHATTANOOGA,US,PU,PU,15/33,35.0452288,-85.20830458,35.03260877,-85.19775005,5575,150,ASPH,GOOD,GRVD,14,F,A,Y,U,MED,3RD PARTY SURVEY,12/8/2015 12:00:00 AM,120,164,265,,7.67503433962702E-06,0.0338523337057599
6178,7/11/2024 12:00:00 AM,22899.1,A,TN,1AA0,DALLAS BAY SKY PARK,CHATTANOOGA,US,PR,PR,05/23,35.18543836,-85.18048477,35.19077486,-85.17267158,3037,50,ASPH,FAIR,NONE,,,,,,LOW,OWNER,,,,,,1.39616486194427E-06,0.019224134059385
6179,7/11/2024 12:00:00 AM,22905.,A,TN,CKV,OUTLAW FLD,CLARKSVILLE,US,PU,PU,05/23,36.61907988,-87.42004575,36.62584291,-87.40928711,4004,100,ASPH,FAIR,NONE,,,,,,,3RD PARTY SURVEY,7/28/2021 12:00:00 AM,40,60,,,3.74741148334579E-06,0.0260182355690757
6180,7/11/2024 12:00:00 AM,22905.,A,TN,CKV,OUTLAW FLD,CLARKSVILLE,US,PU,PU,17/35,36.62946588,-87.41758413,36.61346802,-87.41268747,5999,100,ASPH,EXCELLENT,NONE,27,R,C,X,T,MED,3RD PARTY SURVEY,7/28/2021 12:00:00 AM,60,90,,,5.61467390980397E-06,0.0341355590778739
6181,7/11/2024 12:00:00 AM,22906.1,A,TN,RZR,CLEVELAND RGNL JETPORT,CLEVELAND,US,PU,PU,03/21,35.20490361,-84.80426438,35.21976919,-84.79413244,6200,100,CONC,GOOD,NONE,44,R,C,W,T,MED,3RD PARTY SURVEY,2/20/2018 12:00:00 AM,20,50,65,115,5.70194629290199E-06,0.0366230263527602
6182,7/11/2024 12:00:00 AM,22912.,A,TN,M29,HASSELL FLD,CLIFTON,US,PU,PU,03/21,35.37757019,-87.97052883,35.38849863,-87.96600655,4200,75,ASPH,GOOD,NONE,,,,,,,3RD PARTY SURVEY,9/20/2018 12:00:00 AM,30,,,,2.90313164441613E-06,0.0241489081508489
6183,7/11/2024 12:00:00 AM,22919.,A,TN,FGU,COLLEGEDALE MUNI,COLLEGEDALE,US,PU,PU,03/21,35.03832777,-85.023875,35.05051388,-85.01625833,4986,75,ASPH,GOOD,NONE,,,,,,MED,OWNER,2/3/2011 12:00:00 AM,,,,,3.43300439453742E-06,0.0292251147979359
6184,7/11/2024 12:00:00 AM,22919.6,A,TN,MRC,MAURY COUNTY RGNL,COLUMBIA/MOUNT PLEASANT,US,PU,PU,06/24,35.55030858,-87.18713183,35.56006486,-87.17087672,6000,100,ASPH,GOOD,NONE,12,F,C,X,T,MED,3RD PARTY SURVEY,9/16/2020 12:00:00 AM,28,43,70,,5.54061034563347E-06,0.0385118134192628
6185,7/11/2024 12:00:00 AM,22919.6,A,TN,MRC,MAURY COUNTY RGNL,COLUMBIA/MOUNT PLEASANT,US,PU,PU,17/35,35.55436241,-87.17916116,35.54907038,-87.17995519,1941,95,TURF,GOOD,NONE,,,,,,,3RD PARTY SURVEY,9/16/2020 12:00:00 AM,,,,,1.70267912835698E-06,0.0113396660406381
6186,7/11/2024 12:00:00 AM,22925.,A,TN,1A3,MARTIN CAMPBELL FLD,COPPERHILL,US,PU,PU,02/20,35.01115169,-84.34824394,35.02048077,-84.34541805,3500,75,ASPH,FAIR,NONE,,,,,,NSTD,3RD PARTY SURVEY,12/18/2020 12:00:00 AM,30,45,,,2.40806571127905E-06,0.0199915441445924
6187,7/11/2024 12:00:00 AM,22930.,A,TN,M04,COVINGTON MUNI,COVINGTON,US,PU,PU,01/19,35.57657775,-89.58854625,35.59014991,-89.58590294,5003,100,ASPH,GOOD,NONE,2,F,D,X,T,MED,3RD PARTY SURVEY,6/27/2022 12:00:00 AM,15,,,,4.62162461190019E-06,0.0283241592513481
6188,7/11/2024 12:00:00 AM,22935.,A,TN,CSV,CROSSVILLE MEML-WHITSON FLD,CROSSVILLE,US,PU,PU,08/26,35.94917088,-85.09375713,35.95341127,-85.07619697,5423,100,ASPH,GOOD,NONE,22,F,D,X,T,HIGH,3RD PARTY SURVEY,9/15/2021 12:00:00 AM,33,62,,,5.03199021295586E-06,0.036690467840013
6189,7/11/2024 12:00:00 AM,22940.33,A,TN,TT48,WINGMAN AERODROME,DANDRIDGE,US,PR,PR,08/26,35.99217869,-83.30424836,35.994703,-83.295566,2728,40,TURF,,NONE,,,,,,,ADO,9/27/2023 12:00:00 AM,,,,,1.01322393675218E-06,0.0183098300932319
6190,7/11/2024 12:00:00 AM,22940.34,C,TN,TN47,DANDRIDGE,DANDRIDGE,US,PR,PR,04/22,36.016127,-83.394251,36.023089,-83.388896,2989,300,WATER,FAIR,NONE,,,,,,NSTD,ADO,2/26/2024 12:00:00 AM,,,,,8.32770683700801E-06,0.0194960240574519
6191,7/11/2024 12:00:00 AM,22941.1,A,TN,2A0,MARK ANTON,DAYTON,US,PU,PU,03/21,35.48020847,-84.93510283,35.49228172,-84.92708558,5001,100,ASPH,GOOD,NONE,16,F,C,X,T,MED,3RD PARTY SURVEY,4/9/2009 12:00:00 AM,28,37,,,4.61476952295925E-06,0.0296314402452098
6192,7/11/2024 12:00:00 AM,22946.,A,TN,M02,DICKSON MUNI,DICKSON,US,PU,PU,17/35,36.13476091,-87.43099338,36.12115255,-87.42868613,5001,75,ASPH,GOOD,NONE,17,F,C,X,T,MED,3RD PARTY SURVEY,12/5/2016 12:00:00 AM,16,26,,,3.48837852470751E-06,0.0281114194800269
6193,7/11/2024 12:00:00 AM,22951.01,A,TN,TN45,MAGIC VALLEY,DUNLAP,US,PR,PR,09/27,35.4509838,-85.31518769,35.451149,-85.313175,603,50,TURF,,NONE,,,,,,,ADO,4/5/2022 12:00:00 AM,,,,,2.77851768260007E-07,0.00431431118469357
6194,7/11/2024 12:00:00 AM,22952.,A,TN,DYR,DYERSBURG RGNL,DYERSBURG,US,PU,PU,04/22,35.99043916,-89.41389338,36.00233458,-89.40137694,5698,98,ASPH,GOOD,NONE,9,F,D,X,T,MED,3RD PARTY SURVEY,7/28/2008 12:00:00 AM,55,80,140,,5.18481147082639E-06,0.0351479484510378
6195,7/11/2024 12:00:00 AM,22952.,A,TN,DYR,DYERSBURG RGNL,DYERSBURG,US,PU,PU,16/34,36.00545727,-89.40724227,35.99503313,-89.40296083,4001,74,ASPH,POOR,NONE,,,,,,,3RD PARTY SURVEY,7/28/2008 12:00:00 AM,50,75,135,,2.74909598374506E-06,0.0230300016528472
6196,7/11/2024 12:00:00 AM,22960.2,A,TN,0A9,ELIZABETHTON MUNI,ELIZABETHTON,US,PU,PU,06/24,36.36787988,-82.17989683,36.37523597,-82.1655518,5001,70,ASPH,EXCELLENT,NONE,,,,,,LOW,3RD PARTY SURVEY,1/25/2002 12:00:00 AM,25,,,,3.26596682498348E-06,0.0326550233707572
6197,7/11/2024 12:00:00 AM,22962.1,A,TN,TN68,RIVER RUNWAY,ELMWOOD,US,PR,PR,13/31,36.169025,-85.88883055,36.16743055,-85.88545,1156,45,TURF,,NONE,,,,,,,ADO,7/25/2023 12:00:00 AM,,,,,4.83423718833365E-07,0.0077383963621902
6198,7/11/2024 12:00:00 AM,22970.1,A,TN,FYM,FAYETTEVILLE MUNI,FAYETTEVILLE,US,PU,PU,02/20,35.05183116,-86.56636941,35.06756888,-86.56165094,5900,100,ASPH,GOOD,NONE,,,,,,MED,OWNER,5/3/2006 12:00:00 AM,21,31,,,5.41590588909457E-06,0.0335217210311452
6199,7/11/2024 12:00:00 AM,22970.11,A,TN,08TN,PTC,FAYETTEVILLE,US,PR,PR,10/28,35.29945,-86.47886111,35.29837777,-86.46985277,2716,30,ASPH,,NONE,,,,,,,ADO,1/17/2020 12:00:00 AM,,,,,7.5024058787676E-07,0.0183095212321693
6200,7/11/2024 12:00:00 AM,22973.4,A,TN,EOD,SABRE AAF (FORT CAMPBELL),FORT CAMPBELL (CLARKSVILLE),US,MR,PR,05/23,36.56268608,-87.48734822,36.57261919,-87.47556827,5000,100,CONC,,NONE,45,R,C,W,T,HIGH,MILITARY,2/13/2012 12:00:00 AM,,,,,4.6807253966108E-06,0.0314393647426555
6201,7/11/2024 12:00:00 AM,22976.8,A,TN,1A7,JACKSON COUNTY,GAINESBORO,US,PU,PU,18/36,36.40161697,-85.64112066,36.39201702,-85.64152983,3497,75,ASPH,GOOD,NONE,,,,,,,3RD PARTY SURVEY,10/17/2018 12:00:00 AM,21,31,,,2.4477340048179E-06,0.0197268698073113
6202,7/11/2024 12:00:00 AM,22977.1,A,TN,XNX,MUSIC CITY EXEC,GALLATIN,US,PU,PU,17/35,36.38362758,-86.41007469,36.36653338,-86.40675013,6300,100,ASPH,EXCELLENT,NONE,27,F,C,X,T,MED,3RD PARTY SURVEY,12/4/2019 12:00:00 AM,45,96,,,5.87773411098169E-06,0.03550547034597
6203,7/11/2024 12:00:00 AM,22993.1,A,TN,GCY,GREENEVILLE MUNI,GREENEVILLE,US,PU,PU,05/23,36.18987533,-82.81922116,36.20159347,-82.80351186,6300,100,ASPH,EXCELLENT,NONE,43,F,C,X,T,MED,3RD PARTY SURVEY,2/3/2017 12:00:00 AM,22,35,,,5.86437022320752E-06,0.0398083955677131
6204,7/11/2024 12:00:00 AM,23006.,A,TN,0M3,PAUL BRIDGES FLD,HOHENWALD,US,PU,PU,02/20,35.54073711,-87.59936486,35.55121102,-87.5952838,4001,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2/22/2023 12:00:00 AM,8,12,,,2.77114304481074E-06,0.0229782364984969
6205,7/11/2024 12:00:00 AM,23011.,A,TN,M53,HUMBOLDT MUNI,HUMBOLDT,US,PU,PU,04/22,35.79825491,-88.8796575,35.8061115,-88.87021122,4003,75,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,10/15/2022 12:00:00 AM,16,26,,,2.7813534870802E-06,0.0250353043340832
6206,7/11/2024 12:00:00 AM,23014.,A,TN,HZD,CARROLL COUNTY,HUNTINGDON,US,PU,PU,01/19,36.08190483,-88.46527155,36.09668988,-88.46132597,5507,100,ASPH,GOOD,NONE,6,F,D,X,T,MED,3RD PARTY SURVEY,4/14/2008 12:00:00 AM,48,66,,,5.119809657117E-06,0.0312765940662302
6207,7/11/2024 12:00:00 AM,23016.1,A,TN,TN81,RATTLESNAKE RIDGE,INDIAN MOUND,US,PR,PR,08/26,36.46405555,-87.63971944,36.46529166,-87.63135833,2500,50,ASPH,GOOD,NONE,,,,,,,ADO,2/26/2024 12:00:00 AM,,,,,1.16736759991909E-06,0.017181015025669
6208,7/11/2024 12:00:00 AM,23018.2,A,TN,JAU,COLONEL TOMMY C STINER AIRFIELD,JACKSBORO,US,PU,PU,05/23,36.33024722,-84.16782777,36.33793055,-84.15810277,4000,75,ASPH,GOOD,NONE,,,,,,MED,OWNER,2/20/2006 12:00:00 AM,25,,,,2.8001809369016E-06,0.0252498662255529
6209,7/11/2024 12:00:00 AM,23023.,A,TN,MKL,MC KELLAR-SIPES RGNL,JACKSON,US,PU,PU,02/20,35.59045763,-88.919714,35.60572811,-88.912071,6005,150,ASPH,FAIR,GRVD,34,F,C,X,T,HIGH,3RD PARTY SURVEY,8/1/2020 12:00:00 AM,55,80,125,,8.32330988487229E-06,0.0351374931693462
